Name,Brand,Categories,PrimaryCategories,Reviews.Date,Reviews.Text,Reviews.Title,Sentiment,Full_Review,Sentiment_Score,Sentiment_Category
Speakers Dell,Dell,Audio,Speakers,2024-07-12,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.01,Negative
Beds Apple,Apple,Furniture,Beds,2024-04-28,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.66,Neutral
Earphones ASUS,ASUS,Audio,Earphones,2024-03-07,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.86,Positive
Accessories Bose,Bose,Computers,Accessories,2024-09-06,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.05,Negative
Tables LG,LG,Furniture,Tables,2024-03-03,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.38,Negative
Gaming Dell,Dell,Computers,Gaming,2024-01-11,It's fine.,Average,Neutral,It's fine. Average,0.49,Neutral
Microphones Dell,Dell,Audio,Microphones,2024-01-11,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.29,Negative
Microphones Bose,Bose,Audio,Microphones,2024-05-29,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.72,Positive
Cameras Samsung,Samsung,Electronics,Cameras,2024-09-22,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.42,Neutral
Cleaning Bose,Bose,Appliances,Cleaning,2024-05-21,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.29,Negative
Kitchen Apple,Apple,Appliances,Kitchen,2024-04-20,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.43,Neutral
Cleaning LG,LG,Appliances,Cleaning,2024-04-14,It's fine.,It's okay,Neutral,It's fine. It's okay,0.62,Neutral
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-05-07,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.02,Negative
Phones Amazon,Amazon,Electronics,Phones,2024-01-23,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.9,Positive
Cameras Amazon,Amazon,Electronics,Cameras,2024-10-17,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.14,Negative
Smart Devices ASUS,ASUS,Electronics,Smart Devices,2024-11-08,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.88,Positive
Phones HP,HP,Electronics,Phones,2024-05-23,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.09,Negative
Chairs HP,HP,Furniture,Chairs,2024-07-22,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.45,Neutral
Smart Devices Dell,Dell,Electronics,Smart Devices,2024-09-28,It's fine.,It's okay,Neutral,It's fine. It's okay,0.57,Neutral
Accessories Apple,Apple,Computers,Accessories,2024-03-15,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.33,Negative
Chairs ASUS,ASUS,Furniture,Chairs,2024-10-08,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.97,Positive
Microphones HP,HP,Audio,Microphones,2024-11-23,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.56,Neutral
Accessories HP,HP,Computers,Accessories,2024-06-30,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.94,Positive
Cameras Samsung,Samsung,Electronics,Cameras,2024-08-10,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.11,Negative
Accessories Bose,Bose,Computers,Accessories,2024-08-17,It's fine.,It's okay,Neutral,It's fine. It's okay,0.61,Neutral
Cleaning Dell,Dell,Appliances,Cleaning,2024-06-05,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.91,Positive
Microphones ASUS,ASUS,Audio,Microphones,2024-08-16,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.8,Positive
Chairs Apple,Apple,Furniture,Chairs,2024-09-06,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.18,Negative
Beds ASUS,ASUS,Furniture,Beds,2024-04-08,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.54,Neutral
Speakers LG,LG,Audio,Speakers,2024-11-12,It's fine.,Average,Neutral,It's fine. Average,0.42,Neutral
Earphones Sony,Sony,Audio,Earphones,2024-06-25,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.76,Positive
Beds Apple,Apple,Furniture,Beds,2024-02-12,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.04,Negative
Cameras Samsung,Samsung,Electronics,Cameras,2024-02-07,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.98,Positive
Kitchen LG,LG,Appliances,Kitchen,2024-07-25,It's fine.,It's okay,Neutral,It's fine. It's okay,0.6,Neutral
Chairs Samsung,Samsung,Furniture,Chairs,2024-01-26,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.82,Positive
Cleaning LG,LG,Appliances,Cleaning,2024-05-18,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.58,Neutral
Cameras LG,LG,Electronics,Cameras,2024-10-18,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.78,Positive
Beds Bose,Bose,Furniture,Beds,2024-05-31,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.88,Positive
Cameras LG,LG,Electronics,Cameras,2024-10-15,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.36,Negative
Tables Samsung,Samsung,Furniture,Tables,2024-06-22,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.61,Neutral
Laundry HP,HP,Appliances,Laundry,2024-11-10,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.87,Positive
Laundry Bose,Bose,Appliances,Laundry,2024-04-30,It's fine.,Average,Neutral,It's fine. Average,0.62,Neutral
Smart Devices ASUS,ASUS,Electronics,Smart Devices,2024-05-22,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.92,Positive
Cameras Dell,Dell,Electronics,Cameras,2024-05-28,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.24,Negative
Phones LG,LG,Electronics,Phones,2024-04-18,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.03,Negative
Tables HP,HP,Furniture,Tables,2024-06-20,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.5,Neutral
Speakers Amazon,Amazon,Audio,Speakers,2024-04-18,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.45,Neutral
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-11-22,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.83,Positive
Cameras HP,HP,Electronics,Cameras,2024-08-04,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.45,Neutral
Kitchen Sony,Sony,Appliances,Kitchen,2024-03-07,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.96,Positive
Cleaning Apple,Apple,Appliances,Cleaning,2024-01-19,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.37,Negative
Accessories Bose,Bose,Computers,Accessories,2024-09-28,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.79,Positive
Microphones Apple,Apple,Audio,Microphones,2024-05-01,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.19,Negative
Tables ASUS,ASUS,Furniture,Tables,2024-05-15,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.28,Negative
Cameras Apple,Apple,Electronics,Cameras,2024-06-22,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.3,Negative
Earphones ASUS,ASUS,Audio,Earphones,2024-05-12,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.9,Positive
Gaming Apple,Apple,Computers,Gaming,2024-03-05,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.45,Neutral
Gaming Dell,Dell,Computers,Gaming,2024-05-22,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.52,Neutral
Speakers Amazon,Amazon,Audio,Speakers,2024-11-10,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.52,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-10-27,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.22,Negative
Phones Dell,Dell,Electronics,Phones,2024-11-02,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.31,Negative
Laundry Apple,Apple,Appliances,Laundry,2024-09-21,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.8,Positive
Laptops HP,HP,Computers,Laptops,2024-05-07,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.89,Positive
Microphones Apple,Apple,Audio,Microphones,2024-06-26,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.13,Negative
Beds Apple,Apple,Furniture,Beds,2024-01-21,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.18,Negative
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-04-06,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.77,Positive
Phones Bose,Bose,Electronics,Phones,2024-06-04,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.85,Positive
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-09-10,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.14,Negative
Phones LG,LG,Electronics,Phones,2024-01-01,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.39,Negative
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-10-27,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.78,Positive
Microphones Dell,Dell,Audio,Microphones,2024-07-17,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.96,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-07-05,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.07,Negative
Gaming Apple,Apple,Computers,Gaming,2024-05-22,It's fine.,It's okay,Neutral,It's fine. It's okay,0.44,Neutral
Accessories LG,LG,Computers,Accessories,2024-10-21,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.38,Negative
Cameras LG,LG,Electronics,Cameras,2024-03-05,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.99,Positive
Gaming Apple,Apple,Computers,Gaming,2024-03-09,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.43,Neutral
Kitchen Dell,Dell,Appliances,Kitchen,2024-01-20,It's fine.,It's okay,Neutral,It's fine. It's okay,0.55,Neutral
Gaming Bose,Bose,Computers,Gaming,2024-05-29,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.96,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-08-14,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.67,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-04-17,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.4,Neutral
Laptops Samsung,Samsung,Computers,Laptops,2024-01-21,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.94,Positive
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-09-06,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.41,Neutral
Laundry Samsung,Samsung,Appliances,Laundry,2024-02-17,It's fine.,Average,Neutral,It's fine. Average,0.46,Neutral
Cleaning Sony,Sony,Appliances,Cleaning,2024-07-11,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.66,Neutral
Phones Bose,Bose,Electronics,Phones,2024-07-14,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.87,Positive
Laptops Samsung,Samsung,Computers,Laptops,2024-10-18,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.33,Negative
Microphones ASUS,ASUS,Audio,Microphones,2024-09-10,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.21,Negative
Chairs Amazon,Amazon,Furniture,Chairs,2024-04-25,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.12,Negative
Beds ASUS,ASUS,Furniture,Beds,2024-09-14,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.94,Positive
Speakers Samsung,Samsung,Audio,Speakers,2024-08-08,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.83,Positive
Cleaning Apple,Apple,Appliances,Cleaning,2024-03-25,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.19,Negative
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-06-30,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.97,Positive
Beds Amazon,Amazon,Furniture,Beds,2024-05-26,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.42,Neutral
Chairs ASUS,ASUS,Furniture,Chairs,2024-02-04,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.82,Positive
Gaming Apple,Apple,Computers,Gaming,2024-10-30,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.92,Positive
Earphones Samsung,Samsung,Audio,Earphones,2024-07-16,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.46,Neutral
Chairs Bose,Bose,Furniture,Chairs,2024-06-03,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.33,Negative
Earphones Dell,Dell,Audio,Earphones,2024-06-22,It's fine.,It's okay,Neutral,It's fine. It's okay,0.53,Neutral
Laundry Dell,Dell,Appliances,Laundry,2024-04-12,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.51,Neutral
Laptops Bose,Bose,Computers,Laptops,2024-10-04,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.03,Negative
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-04-28,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.8,Positive
Speakers Bose,Bose,Audio,Speakers,2024-09-30,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.9,Positive
Speakers Amazon,Amazon,Audio,Speakers,2024-03-04,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.51,Neutral
Laundry Sony,Sony,Appliances,Laundry,2024-04-19,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.41,Neutral
Speakers Apple,Apple,Audio,Speakers,2024-01-07,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.31,Negative
Earphones Dell,Dell,Audio,Earphones,2024-04-14,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.3,Negative
Cameras Samsung,Samsung,Electronics,Cameras,2024-03-25,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.56,Neutral
Speakers Samsung,Samsung,Audio,Speakers,2024-05-06,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.31,Negative
Gaming Sony,Sony,Computers,Gaming,2024-05-17,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.48,Neutral
Laundry Dell,Dell,Appliances,Laundry,2024-04-01,It's fine.,Average,Neutral,It's fine. Average,0.61,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-09-03,It's fine.,Average,Neutral,It's fine. Average,0.64,Neutral
Phones HP,HP,Electronics,Phones,2024-11-17,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.66,Neutral
Phones LG,LG,Electronics,Phones,2024-04-30,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.52,Neutral
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-08-04,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.03,Negative
Smart Devices LG,LG,Electronics,Smart Devices,2024-02-01,It's fine.,It's okay,Neutral,It's fine. It's okay,0.54,Neutral
Smart Devices Dell,Dell,Electronics,Smart Devices,2024-07-14,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.68,Neutral
Chairs LG,LG,Furniture,Chairs,2024-07-07,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.07,Negative
Beds Sony,Sony,Furniture,Beds,2024-09-28,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.98,Positive
Laptops Samsung,Samsung,Computers,Laptops,2024-07-26,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.26,Negative
Accessories Amazon,Amazon,Computers,Accessories,2024-07-02,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.52,Neutral
Phones Dell,Dell,Electronics,Phones,2024-09-01,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.35,Negative
Accessories Amazon,Amazon,Computers,Accessories,2024-07-17,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.15,Negative
Gaming LG,LG,Computers,Gaming,2024-10-03,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.52,Neutral
Beds HP,HP,Furniture,Beds,2024-07-27,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.21,Negative
Accessories Bose,Bose,Computers,Accessories,2024-04-05,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.81,Positive
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-11-13,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.87,Positive
Laundry Dell,Dell,Appliances,Laundry,2024-01-04,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.52,Neutral
Chairs HP,HP,Furniture,Chairs,2024-09-21,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.99,Positive
Phones HP,HP,Electronics,Phones,2024-06-03,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.84,Positive
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-09-05,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.74,Positive
